korean_name,romanized_name,english_name,category,made_with,img_link,info,recipe_link,spicy,sour,salty,oily
고등어구이,godeungeo-gui,Grilled mackerel,"easy, non spicy, seafood, side dish","flour, kosher salt, mackerel, vegetable oil",https://www.maangchi.com/wp-content/uploads/2010/07/grilledM-590x442.jpg,"Godeungeo-gui is made by first sprinkling salt on halved mackerel and then grilling it on a gridiron or in a pan. Mackerel is one of the most common fish in Korea. Generally, fresh mackerel is used, but in inland areas where fish were rare, salted mackerel was traditionally used.
",https://www.maangchi.com/recipe/godeungeo-gui,1,1,4,4
고르곤졸라피자,gorgonzola-pizza,Gorgonzola pizza,"non spicy, cheese","wate, olive oil, bread flour, sugar, salt, active dry yeast, crumbled gorgonzola cheese, chopped walnuts, shredded cheese, honey",http://image.hnsmall.com/images/goods/825/21593825_g.jpg,"Gorgonzola pizza is a pizza made with Gorgonzola, an Italian blue cheese. It is not a traditional Korean food, but it is one of the most favored pizzas for Koreans, and it is known that eating it with honey tastes good.",https://www.zojirushi.com/app/recipe/pizza-gorgonzola-honey-thick-crust,1,1,2,5
고추장아찌,gochu-jangajji,Green chili pepper pickles,"easy, fermented, pickle, preserved side dish, side dish, spicy, vegetarian","green chili pepper, kosher salt, soy sauce, sugar, vinegar, water",https://recipe1.ezmember.co.kr/cache/recipe/2017/10/16/f7c8da6dc70116714c1ac04268d195ea1.jpg,"Gochu-jangajji is a food that is aged by washing green pepper with some of the stems left, fermenting it in salt water, and pouring soy sauce. It is also eaten after being aged for about six months by putting it in red pepper paste or soybean paste, or seasoned.",https://www.maangchi.com/recipe/gochu-jangajji,4,1,5,1
고추장진미채볶음,ojingeochae-muchim,Seasoned dried shredded squid,"anju, lunchbox, preserved side dish, seafood, side dish, spicy","corn syrup, dried shredded squid, garlic, gochujang, olive oil, rice syrup, sesame seeds, toasted sesame oil",https://www.maangchi.com/wp-content/uploads/2010/04/ojingeochaemuchim-in-a-container.jpg,"Ojingeochae-muchim is also called 'Jinmichae' after adding sugar and salt to the squid, and is cut into small pieces. When it boils with red pepper paste seasoning in an oiled pan, add dried squid and stir-fry it.",https://www.maangchi.com/recipe/ojingeochae-muchim,3,1,4,2
곱창전골,gopchang-jeongol,Spicy beef tripe hot pot,"offal dish, stew","beef tripe, gochujang, ",http://th3.tmon.kr/thumbs/image/87f/d9d/259/dedb2b38d_700x700_95_FIT.jpg,"Gopchang-jeongol is a food made by trimming the sheep, beef intestines, daechang, and brisket, cutting them into small pieces, seasoning them, and mixing them with vegetables to pour broth. Gopchang by gopchang-jeongol refers to the intestines of pigs or cows. Cut the cow's lamb, beef intestines, daechang, and brisket, cut them into small pieces, season them, mix them with vegetables, and pour the broth to boil.",https://www.foodche.com/gopchang-jeongol/,4,1,4,4
군만두,gunmandu,Fried mandu,"beef, main dish, mandu, non spicy, pork, snack","Asian chives, eggs, fish sauce, garlic, green onion, ground beef, ground pork, kosher salt, mandu skins, onion, shiitake mushrooms, sugar, toasted sesame oil, tofu, vegetable oil",https://mblogthumb-phinf.pstatic.net/MjAxNzA5MjZfMjQ1/MDAxNTA2NDMzMzE0MzA3.u3dNsERi4RP0gEqEA3uFCiA0w-efWlrXiQB7saYlIfgg.RgQSjcZCNuTF8lVimop6P8v6LOH3s0XnQzeQtaXaZjEg.JPEG.snowblue34/17.JPG?type=w800,Gunmandu is earthquake food with dumplings made of flour with cows in oil.This is a crispy version of basic dumplings.,https://www.maangchi.com/recipe/mandu,1,1,3,4
김밥,gimbap,Seaweed rice rolls,"gimbap, lunchbox, main dish, non spicy, rice, snack","carrot, eggs, garlic, ground beef, kim, kosher salt, rice, skirt steak, soy sauce, spinach, sugar, toasted sesame oil, vegetable oil, yellow pickled radish",https://www.maangchi.com/wp-content/uploads/2007/08/gimbap_blog.jpg,"Gimabap is a cheap dish with rice and various ingredients rolled in seaweed. Rice is seasoned with only salt, or mixed with vinegar, salt, and sugar to make sushi. Ingredients for gimbap are pickled radish, eggs, fish cake, beef, carrots, spinach, etc., and what can be easily obtained is added. When going on a picnic or outing, use it as a lunch box or eat it as a snack.",https://www.maangchi.com/recipe/gimbap,1,1,2,3
김치볶음밥,kimchi-bokkeumbap,Kimchi fried rice,"easy, main dish, one bowl meal, rice, spicy","gochujang, green onion, kim, kimchi, rice, sesame seeds, toasted sesame oil, vegetable oil, water",https://ww.namu.la/s/32b66f77ef969034adcbce3840d362f66470c1ade8b3b67e9859954467a61a77ffe24051fd4db50a6a5251acd242a9140df6fc120653c85407c5508b00e763d8845924e443577b630b16f9bb4f6f6d755e54e4b66f66a42917e13ff625e685d1c7b5e9c5bc9245e4af9fefed1193cbc3,Kimchi-bokkeumbap is made by stir-frying cooked rice with finely chopped kimchi. It balances the greasy taste of fried rice with the spicy taste of kimchi.,https://www.maangchi.com/recipe/kimchi-bokkeumbap,3,3,3,3
김치찌개,kimchi-jjigae,Kimchi stew,"pork, side dish, spicy, stew","anchovy stock, gochujang, green onion, hot pepper flakes, kimchi, kimchi brine, kosher salt, pork belly, pork shoulder, sugar, toasted sesame oil, tofu, water",https://static.wtable.co.kr/image/production/service/recipe/291/a2421dff-e56c-40bd-8b40-06a91fc000a9.jpg?size=1024x576,"Kimchi-jjigae is a stew that is boiled with additional ingredients you want, such as long-established kimchi, pork, tuna, and ham. It is better to add ripe kimchi for a longer time than newly made kimchi.",https://www.maangchi.com/recipe/kimchi-jjigae,3,4,4,1
깍두기,kkakdugi,Cubed radish kimchi,"easy, fermented, kimchi, side dish, spicy","daikon radish, fish sauce, garlic, ginger, green onion, hot pepper flakes, Korean radish, kosher salt, sugar",https://w.namu.la/s/af0b122c330634749fcab4382831b6706d2cef2783f47c5294f427ee5082d5cf8a454e87155d19fff27ade07a2f3a97a33c342ee23d254bc10415043bdef9aafee351c7b6f1c55669a90942087c33779edcaaa509649fe04d3f8574f4af94d44e9a4f311fa85e326d83d77dc63c3c46b,"Kkakdugi is kimchi seasoned with salt pickled radish, leaf mustard, salted water parsley, salted shrimp, salted anchovies, red pepper powder, minced garlic, and ginger. To color the radish finely, color it with red pepper powder before salting it.",https://www.maangchi.com/recipe/kkakdugi,3,5,3,1
냉면,naengmyeon,Cold noodles in chilled broth,"cold, main dish, noodle, one bowl meal","bosc pear, buckwheat noodles, cucumber, eggs, ice cubes, Korean pear, kosher salt, shiitake mushrooms, sugar, toasted sesame seeds, vinegar, water, young summer radish kimchi",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Dongmu_Bapsang_02.jpg/1200px-Dongmu_Bapsang_02.jpg,"Naengmyeon is a traditional Korean noodle dish with seasoning and garnish added to boiled noodles in cold broth. It is cold enough to contain ice in its soup. Naengmyeon is said to have originated from making and eating it using potatoes and buckwheat, which are oral crops, in the winter when food was precious.",https://www.maangchi.com/recipe/naengmyeon,1,4,2,2
닭갈비,dakgalbi,Spicy stir-fried chicken with vegetables,"chicken, easy, main dish, spicy","cabbage, carrot, chicken, chicken drumsticks, chicken thighs, corn syrup, garlic, ginger, green chili pepper, ground black pepper, honey, hot pepper flakes, kimchi, milk, onion, perilla leaves, rice, rice cake, rice syrup, sliced rice cake, soy sauce, sugar, sweet potato, water",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Dakgalbi.jpg/1200px-Dakgalbi.jpg,"Dakgalbi is stir-fried with spicy stir-fried chicken ribs marinated for seven to eight hours, vegetables such as cabbage, sweet potatoes, onions, green onions, and cabbage leaves, and garaetteok in a pan with cooking oil. Chuncheon Spicy Stir-fried Chicken is famous for eating it with lettuce and perilla leaves.",https://www.maangchi.com/recipe/dakgalbi,4,1,3,3
닭찜,dakjjim,Braised chicken with vegetables,"chicken, main dish, noodle, spicy, stew","brown sugar, carrot, chicken thighs, corn syrup, cucumber, dried red chili pepper, garlic, green chili pepper, green onion, ground black pepper, mushrooms, onion, oyster sauce, red chili pepper, rice syrup, sesame seeds, starch noodles, toasted sesame oil, vegetable oil",https://w.namu.la/s/5fcebd2f6d8ea646e76207899ac3acee066a9a41d1742f45d35674808e5d6b7a79935d7b417ee155b98ecc868ec330f77f9f745a1b377a1fb3f6d6ac2fbd0fb7294b0ffc7722c546f6f7bb4ea5ed5cd4823d3ce2fabf1016fd18d2c75afab9d2e74d4ebabbab1a8fede5b90aa76da58c,"Dakjjim is boiled with soy sauce seasoning in chicken and is a local food derived from Andong, Gyeongsangbuk-do. Since ancient times, Korea has been eating native chickens to keep the energy and control the cold. Everyone of all ages likes the salty, sweet, and spicy taste.",https://www.maangchi.com/recipe/dakjjim,2,1,3,3
된장찌개,doenjang-jjigae,Fermented soybean paste stew,"non spicy, side dish, stew","doenjang, dried anchovies, garlic, green chili pepper, green onion, onion, potatoes, shrimp, tofu, water, zucchini",http://www.kbsm.net/data/newsThumb/1568688763ADD_thumb580.jpg,"Doenjang-jjigae is a stew boiled with various ingredients in water mixed with soybean paste and is also called soil stew. Doenjang is a traditional fermented food in Korea and refers to fermented fermented fermented soybeans after being dried with soybeans, which is mainly used as a seasoning for food. Among them, soybean paste stew is a highly indigenous food that Koreans enjoy, and it is boiled with only soybean paste, and red pepper powder is added to add a spicy taste.",https://www.maangchi.com/recipe/doenjang-jjigae,1,1,3,1
두부김치,dubu-gimchi,Tofu and kimchi,"spicy, side dish","garlic cloves, baechu kimchi, sugar, soy sauce, sesame seeds, sesame oil, tofu, thinly sliced pork",https://storage.googleapis.com/cbmpress/tfood/1676654995_PFW5kLVi_a8fc00e73dda2ba0ccc01e7d24076fe4730234c2.jpg,"Dubu-gimchi is a food that is cooked with warm-baked tofu and stir-fried pork, and is also popular as a side dish for alcohol because of the combination of tofu's mild taste, porous texture, and refreshing and crunchy taste.",https://www.thespruceeats.com/tofu-and-sauteed-kimchi-dubu-kimchi-recipe-2118914,3,1,2,2
떡갈비,tteokgalbi,"Minced, seasoned, and grilled beef ribs","anju, BBQ, beef, main dish, non spicy, side dish","beef short ribs, garlic, ground black pepper, honey, onion, rice syrup, sesame seeds, shredded red pepper, soy sauce, toasted sesame oil",https://www.dailysecu.com/news/photo/201909/68136_62577_5930.jpg,"Tteokgalbi is a luxury food enjoyed by the king in the court. The name is given because the shape of the beef is shaped like rice cake. These days, it is widely used as a side dish for children's snacks and lunch boxes with its unique taste and simple cooking method.",https://www.maangchi.com/recipe/tteokgalbi,1,1,2,4
떡국,tteokguk,Rice cake soup,"beef, main dish, non spicy, one bowl meal, soup","beef brisket, beef flank, eggs, fish sauce, garlic, green onion, ground black pepper, kim, kosher salt, large green onion, sliced rice cake, soup soy sauce, toasted sesame oil, vegetable oil, water",https://folkency.nfm.go.kr/upload2/img/20161226/2016122300000417_t.jpg,"Tteokguk is a soup boiled with clear jangguk and thin rice cakes. It is a New Year's bow for Koreans to eat on New Year's mornings, celebrating the end of the old year and the coming of the new year. Therefore, there is a tradition in Korea that eating tteokguk makes you one year older.",https://www.maangchi.com/recipe/tteokguk,1,1,2,2
떡볶이,tteokbokki,Hot and spicy rice cake,"rice cake, snack, spicy, street food","dried anchovies, dried kelp, eggs, fish cakes, gochujang, green onion, hot pepper flakes, rice cake, sugar, water",https://cdnweb01.wikitree.co.kr/webdata/editor/202007/07/img_20200707090644_7ebc248e.webp,"Tteokbokki is a food stir-fried with seasoning using garaetteok as the main ingredient. It is a popular Korean dish and a representative street food and snack bar. The seasoning mainly used is red pepper paste, and these days, various ingredients such as cheese and sausage are added.",https://www.maangchi.com/recipe/tteokbokki,4,1,4,2
라면,ramyeon,Korean ramen,"easy, main dish, noodle, one bowl meal, snack, spicy","eggs, green onion, ramyeon, water",https://postfiles.pstatic.net/MjAyMDA1MjZfNDMg/MDAxNTkwNDgxOTc1OTE1.rpezhYUxGHG0X6-dmVwuACnqm7AugH9CUjxEatcVNsAg.C27glH_kXPk5zTORLyjUbU_yjkGDEbmwZXjaq_xGltIg.JPEG.naverschool/%ED%98%B8%EB%A1%9C%EB%A1%9C%EB%A1%9D.jpg?type=w966,"Ramyeon is a noodle dish originally derived from ""Napmyeon"" in China, where noodles are thin. Korean-style ramyeon refers to instant ramen modified from that and fried noodles in oil. It mainly has spicy and warm soup and has the advantage of being able to cook in a short time.",https://www.maangchi.com/recipe/ramyeon,5,1,5,2
마늘장아찌,maneul-jangajji,Pickled garlic,"side dish, pickle","garlic, soy sauce,  rice wine vinegar, sugar",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/23/209623d646e4bc46ab6a47a666d2804d.jpg,"Maneul-jangajji is a pickled garlic that ages whole garlic in vinegar, sugar, and soy sauce. Salty and tangy taste are attractive.",https://www.thespruceeats.com/korean-pickled-garlic-2118848,2,5,4,1
마르게리타피자,margherita-pizza,Margherita pizza,"main dish, non spicy","flour, sugar, dry yeast, salt, water, oil, tomato sauce, black pepper",https://www.abeautifulplate.com/wp-content/uploads/2015/08/the-best-homemade-margherita-pizza-1-4.jpg,"Margherita-pizza is a kind of pizza among Italian dishes. With the increase in Italian restaurants in Korea, pizza Margherita has become quite easy to access in Korea as well. There is a saying that it is better to try Margherita pizza to know the cooking skills of the store as it is simple and has few toppings.",https://www.abeautifulplate.com/the-best-homemade-margherita-pizza/,1,1,2,5
만두국,mandu-guk,Dumpling soup,"beef, main dish, non spicy, soup","beef brisket, eggs, fish sauce, garlic, green onion, ground black pepper, large green onion, mandu, toasted sesame oil, water",https://post-phinf.pstatic.net/MjAxNzEyMTBfOTQg/MDAxNTEyOTA0MjYzNDQ1.XZsP1oJ8tENFjWUIH3qt68829qAr50lSdoO7yo94iz4g.DsU_28ksbVwl5x7GhMxbQffxwOtkieJb3XR3yQTBpPwg.JPEG/mug_obj_201712102011055769.JPG?type=w1080,"Mandu-guk is a soup made of dumplings and boiled in jangguk. Dumplings have been handed down from China, and in Korea, they are mainly made in northern Seoul. Cow making, how to make, and taste have changed differently from Chinese food.",https://www.maangchi.com/recipe/mandu-guk,1,1,3,2
튀김,twigim,Assorted deep fried food,"fried dish, side dish, sea food, vegetable","sweet potato, squash, sesame leaves, shrimp, squid, frying powder, water, ice",https://post-phinf.pstatic.net/MjAxNzA3MjdfNjcg/MDAxNTAxMTMyMTQwNDg3.2ls-Yiy_q-V5It2XkzFhCovw5YLiRDe1yLqUb_-NUGAg.T4NRJPoD7VxVUrrQI8IeZff25RTtzbj19z0z9ipIy90g.JPEG/image_7952168131501132040608.jpg?type=w1200,"Twigim is a dish that mixes meat(sea food) and vegetables with frying powder and makes deep fly. Twigim means fried food. Therefore, the menu where you can try various kinds of fried foods such as vegetables, seafood, and eggs is assorted fried food. It is mainly sold at low prices at Korean snack bars.",https://steemit.com/food/@korea-food/korean-food-introduction-15-modeum-twigim-assorted-deep-fried-food,1,1,2,5
미역국,miyeokguk,Seaweed soup,"beef, easy, non spicy, side dish, soup","beef brisket, fish sauce, garlic, miyeok, toasted sesame oil, water",https://www.chungjungone.com/knowhow/images/blog/recipe/r290_20180206/1.jpg,"Miyeokguk is stir-fried with sesame oil and minced garlic in flat-cut beef and soaked seaweed, poured water, boiled, and seasoned with soy sauce and salt. If you boil mussels or clams instead of beef, the soup is delicious.",https://www.maangchi.com/recipe/miyeokguk,1,1,3,2
배추김치,baechu-kimchi,Napa cabbage kimchi,"cold, fermented, kimchi, preserved side dish, side dish, spicy","Asian chives, carrot, fermented salted shrimp, fish sauce, garlic, ginger, green onion, hot pepper flakes, Korean radish, kosher salt, minari, napa cabbage, onion, sugar, sweet rice flour, Turbinado sugar, water",https://w.namu.la/s/a85e178b2233fa1e3461ae51dba6757e8cc87b215ea326660c85904f61daf0dcd84f8b8733cee71ca34fa743822d5aa1650766f6b2a90118edc5e76974e830528507e9bf7becabf4d964c7cf7306564794627ce23cf45435b18873f661a2220a1a838bc8fb3ab3b36865ef70114bd1d8,"Baechu-kimchi is Korea's representative kimchi and is the mainstream of kimchi with the rich seasonal taste of early autumn. Put radish, red pepper powder, minced garlic, green onions, and salted seafood in salted cabbage and add the mixed insides. Kimchi is also the most representative and friendly food that comes to mind when foreigners think of ""Korean food.""",https://www.maangchi.com/recipe/tongbaechu-kimchi,3,3,4,1
보쌈,bo-ssam,Pork wraps,"anju, main dish, pork, seafood","brown sugar, daikon radish, doenjang, fermented salted shrimp, fish sauce, frozen oysters, garlic, ginger, hot pepper flakes, instant hazelnut-flavored coffee, Korean radish, kosher salt, napa cabbage, onion, oysters, pork, pork belly, sugar, toasted sesame seeds, vinegar, water",https://www.ghostfreshmart.com/wp-content/uploads/2020/04/%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0%EB%B3%B4%EC%8C%88.jpg,Bo-ssam is a food that is eaten by slicing pork boiled without smell into Pyeonyuk and wrapping it with cabbage leaves along with seasoned raw cabbage. The savory taste of pork and the spicy taste of the seasoning in the cabbage combine to create a special taste.,https://www.maangchi.com/recipe/bo-ssam,1,1,2,4
부대찌개,budae-jjigae,Army Base Stew,"anju, pork, spicy, stew","baked beans, cabbage, dried anchovies, dried kelp, garlic, gochujang, green onion, hot pepper flakes, kimchi, kosher salt, onion, Polish sausage, pork, pork belly, pork shoulder, radish sprouts, ramyeon, shiitake mushrooms, sliced rice cake, soy sauce, Spam, spinach, starch noodles, sugar, tofu, water, watercress",https://w.namu.la/s/11d93b04ba18ef91e6f703ae2d4c5796933d2a70d0c1df10b48e91dc78ff48f64a0415ae9a85926fe6a89494f5925a0f8a50ff3e0381c6d5b3c508c29a232242faff4a5113ef46b45563f65f52f42687940e14e6fffe7e04f677bebcd89a268624e319f2e2d8d0858b2a2d7742db6995,"Budae-jjigae is a Korean soup dish thick like Western stew. It means ""military stew,"" and is a Korean soup dish thick like Western stew. Immediately after the Korean War, there was a lack of food in Seoul, so some people boiled it using surplus food such as ham and sausages used by the U.S. troops stationed in Uijeongbu City.",https://www.maangchi.com/recipe/budae-jjigae,3,2,4,3
불고기,bulgogi,Korean-style marinated beef BBQ,"BBQ, beef, main dish","beef tenderloin, brown sugar, garlic, ginger, green onion, ground black pepper, Korean pear, onion, rice syrup, soy sauce, toasted sesame oil",http://db.kookje.co.kr/news2000/photo/2021/0611/L20210611.22014003298i1.jpg,"Bulgogi is one of Korea's representative traditional foods that is eaten by slicing beef thinly, marinating it in a sauce, and roasting it. It is common to marinate soft and delicious parts, such as beef sirloin and tenderloin, and marinate them in seasoning made of soy sauce, sugar, and pear juice, but in some cases, they are grilled only with salt to preserve the original taste of meat.",https://www.maangchi.com/recipe/bulgogi,1,1,3,3
비빔국수,bibim-guksu,Spicy mixed noodles,"easy, main dish, noodle, one bowl meal, spicy, vegetarian","cucumber, eggs, garlic, gochujang, kimchi, sesame seeds, sugar, thin noodles, toasted sesame oil",https://static.wtable.co.kr/image-resize/production/service/recipe/346/1x1/948e06f7-3174-47f9-9c60-7b6fc12ec24f.jpg,"Bibim-guksu is a food that is mixed with various ingredients in noodles. Usually, it is eaten cold, and spicy and sweet seasonings are often used.",https://www.maangchi.com/recipe/bibim-guksu,3,3,2,2
비빔냉면,bibim-naengmyeon,"Cold, spicy, chewy noodles","cold, main dish, noodle, one bowl meal, spicy","bosc pear, buckwheat noodles, corn syrup, cucumber, eggs, garlic, ginger, gochujang, green onion, hot pepper flakes, Korean pear, kosher salt, mustard powder, onion, rice syrup, sesame seeds, soy sauce",http://www.foodyap.co.kr/shopimages/goldplate1/072001000003.jpg?1560843568,"Bibim-naengmyeon is a cold noodle that uses buckwheat noodles. Naeng of naengmyeon means cold, and myeon means noodle. Rinse it in cold water, drain it, add seasoned beef, skate sashimi, radish, cucumber, and boiled eggs, and mix it with sweet red pepper paste sauce to eat cold.",https://www.maangchi.com/recipe/bibim-naengmyeon,3,3,2,2
비빔밥,bibimbap,"Rice mixed with vegetables, meat, an egg, and chili pepper paste","main dish, one bowl meal, rice, spicy","carrot, eggs, fernbrake, garlic, gochujang, ground beef, rice, sesame seeds, shiitake mushrooms, soy sauce, soybean sprouts, spinach, toasted sesame oil, vegetable oil, zucchini",https://health.chosun.com/site/data/img_dir/2021/01/27/2021012702508_0.jpg,"Bibimbap is a food made to mix white rice with various kinds of side dishes such as stir-fried meat, vegetables, and vegetables and mix them with red pepper paste seasoning. The charm is that various side dishes harmonize well to create a savory taste. Like kimchi, it is one of the most popular Korean dishes for foreigners.",https://www.maangchi.com/recipe/bibimbap,4,1,4,2
삼겹살구이,samgyeopsal-gui,Grilled pork belly,"anju, BBQ, main dish, pork","carrot, doenjang, english cucumber, garlic, gochujang, green chili pepper, green onion, honey, hot pepper flakes, king oyster mushrooms, lettuce, mushrooms, pork belly, sesame seeds, sugar, toasted sesame oil",https://pds.joongang.co.kr/news/component/htmlphoto_mmdata/201702/27/117f5b49-1d09-4550-8ab7-87c0d82614de.jpg,Samgyeopsal-gui is a food that is grilled with pork belly and eaten with ssamjang. Samgyeopsal is named because the flesh and fat are overlapped in three layers. Samgyeopsal is the belly of pigs and is the favorite part of pork among Koreans. There is even a story that Koreans all over the world eat pork belly.,https://www.maangchi.com/recipe/samgyeopsal-gui,1,1,3,5
삼계탕,samgyetang,Ginseng chicken soup,"chicken, main dish, non spicy, one bowl meal, soup","cornish hen, garlic, ginseng roots, green onion, ground black pepper, honey, jalapeno pepper, jujubes, kosher salt, onion, short grain rice, soy sauce, sugar, sweet rice, toasted sesame oil, toasted sesame seeds, vinegar",http://www.foodnmed.com/news/photo/201807/15371_3045_1057.jpg,"Samgyetang is an orphaned food made by removing the intestines of chicken and adding ginseng, jujube, and glutinous rice, and is eaten the most on the dog's day in summer.",https://www.maangchi.com/recipe/samgyetang,1,1,3,3
새우볶음밥,saeu-bokkeumbap,Shrimp fried rice,"seafood, non spicy","sesame oil, canola oil, shrimp, carrots, garlic, ginger, rice, onions, soy sauce, salt, black pepper",https://www.averiecooks.com/wp-content/uploads/2017/04/shrimpfriedrice-7.jpg,"Saeu-bokkeumbap is fried rice with saeu(shrimp), eggs, and various vegetables. You can cook at home or eat at a Chinese restaurant in Korea.",https://www.averiecooks.com/easy-better-takeout-shrimp-fried-rice/,1,1,2,2
